Embedding,Question_type,Best@5,MRR@10,nDCG@10,Hit@5,Recall@10,num_chunks_retrieved_raw,num_chunks_retrieved_dedup,dedup_ratio
text-embedding-3-large,GQ,1.0,0.5,0.8085523919828194,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6889234657543797,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.6708217648025655,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,0.0,0.14285714285714285,0.7480260838274364,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9635825499105617,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5864224010106703,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9630596906229134,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5967409351769444,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8032683050277851,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,0.25,0.46236168289611235,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,0.0,0.16666666666666666,0.5934831936293579,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.7470616311911065,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.6708217648025655,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8297418482395693,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,0.0,0.14285714285714285,0.7889472049112057,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8450590249404849,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5065267082131061,1.0,0.2,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.700022415881357,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,0.0,0.0,0.0,0.0,0.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9563735252928458,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7311340247721385,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5065267082131061,1.0,0.2,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6843980405164262,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7974751960994646,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,0.3333333333333333,0.5065267082131061,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7462137866057986,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6331583852663827,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9563735252928458,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7565323207720728,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6045023477188619,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,0.0,0.16666666666666666,0.27840409343343225,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,0.0,0.0,0.3798950311598296,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7425579601967754,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,0.0,0.125,0.5110303792074372,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.2,0.5254544995066057,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.2,0.4459568915704782,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.792949770861511,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6889234657543797,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.3333333333333333,0.6045023477188619,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5065267082131061,1.0,0.2,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7642937333139903,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9388164378723025,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8773708888970287,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,0.0,0.0,0.25326335410655304,1.0,0.2,25,25,1.0
text-embedding-3-large,GQ,0.0,0.0,0.25326335410655304,1.0,0.2,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8656069104048059,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.792949770861511,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5065267082131061,1.0,0.2,25,25,1.0
text-embedding-3-large,GQ,0.0,0.0,0.0,0.0,0.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7746122674802643,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,0.2,0.6490558376388377,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,0.3333333333333333,0.595451497242955,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5065267082131061,1.0,0.2,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7311340247721385,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.25,0.8558112355261802,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.792949770861511,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,0.0,0.0,0.3623379437392863,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8909254103672668,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9536107552855697,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8486022109084641,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7507392118437523,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9397094942740496,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8831639978253493,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9020243604942442,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9020243604942442,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7753926834409677,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.6994778023500862,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.8929735100183371,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5909478262486239,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,0.0,0.1111111111111111,0.503718726389391,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6889234657543797,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.5728461252968097,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9418467767933469,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8909254103672668,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6663180938082345,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6331583852663827,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5065267082131061,1.0,0.2,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6045023477188619,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.6819207149295429,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5967409351769444,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8155551428076562,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.799612478618762,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6663180938082345,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7642937333139903,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6331583852663827,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6947165746827002,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5065267082131061,1.0,0.2,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7862636055314433,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6663180938082345,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9922385874580825,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9641349378347632,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9563735252928458,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9922385874580825,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5065267082131061,1.0,0.2,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5909478262486239,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9455026032023701,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5967409351769444,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6596319284781668,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6663180938082345,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7753926834409677,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8909254103672668,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9020243604942442,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6331583852663827,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8598138014764853,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8956631804618361,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7565323207720728,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6331583852663827,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8764778324952817,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8733683229467235,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6954969906434034,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.25,0.8480498229842627,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.7798963544352987,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9752338879617406,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9096375410371335,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9752338879617406,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8661592983290074,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8733683229467235,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9020243604942442,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9708211031648311,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7422329748991158,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9922385874580825,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8661592983290074,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7093982516549237,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,1.0,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9922385874580825,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6777118751863583,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6663180938082345,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8737150624880056,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7974751960994646,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,0.3333333333333333,0.4130547397016814,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7574019196010031,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7642937333139903,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9315282426270728,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7395276212757309,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6888108253133357,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8224536529943397,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.8085523919828194,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.8987666189466577,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.867028897157938,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7565323207720728,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.5728461252968097,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,0.3333333333333333,0.6559761020691436,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6777118751863583,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.7093982516549237,1.0,0.6,25,25,1.0
text-embedding-3-large,GQ,1.0,0.5,0.7429560450582121,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.82212866769668,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.869189637250052,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,0.0,0.0,0.21684590401711473,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.9360536678650264,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8224536529943397,1.0,0.8,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.8805834186281759,1.0,1.0,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5864224010106703,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6663180938082345,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.5967409351769444,1.0,0.4,25,25,1.0
text-embedding-3-large,GQ,1.0,1.0,0.6331583852663827,1.0,0.4,25,25,1.0
