Question_type,Question,Options,Expected_answer,Best_chunk_id,Top5_chunk_ids,retrieved_chunk_ids,num_chunks_retrieved_raw,num_chunks_retrieved_dedup
GQ,What is the purpose of formalin fixation?,,"Formalin fixation is used to halt autolysis and decomposition by killing cells and microorganisms, thereby preserving tissue and cellular structure It stabilises specimens by preventing enzymatic breakdown and microbial growth, ensuring that morphological features are retained for taxonomic, histological, and ecological studies, especially due to its deep tissue penetration",73,"[""73"", ""74"", ""80"", ""60"", ""94""]","[""73"", ""74"", ""60"", ""79"", ""59"", ""80"", ""61"", ""68"", ""93"", ""94"", ""65"", ""88"", ""89"", ""70"", ""95"", ""62""]",25,16
GQ,What is the purpose of molecular subsampling?,,"The purpose of molecular subsampling is to collect and preserve small tissue samples specifically for genetic and molecular analyses, such as DNA barcoding, population genetics, and phylogenetic studies It ensures that high-quality genetic material is retained without compromising the morphological integrity of the whole specimen, allowing accurate species identification and future molecular research",58,"[""58"", ""53"", ""54"", ""73"", ""61""]","[""78"", ""10"", ""22"", ""1"", ""16"", ""24"", ""58"", ""3"", ""42"", ""41"", ""53"", ""12"", ""25"", ""18""]",25,14
GQ,Name one advantage of formalin fixation.,,"It provides deep tissue penetration, preserving internal structures effectively, especially in large specimens",73,"[""73"", ""74"", ""80"", ""94"", ""351""]","[""74"", ""73"", ""60"", ""59"", ""79"", ""80"", ""61"", ""68"", ""36"", ""35"", ""65"", ""93"", ""94"", ""90"", ""91"", ""88"", ""89"", ""56""]",25,18
GQ,What is the purpose of specimen preservation?,,"To prevent decomposition and autolysis, ensuring specimens retain their structural features for future taxonomic, ecological, and genetic studies",73,"[""73"", ""54"", ""58"", ""60"", ""74""]","[""59"", ""75"", ""56"", ""73"", ""58"", ""54"", ""53"", ""57"", ""60"", ""80"", ""81"", ""25"", ""74""]",25,13
GQ,Why is transect sampling used?,,"Transect sampling is used to systematically assess species distribution, abundance, and habitat changes across a defined area",12,"[""12"", ""15"", ""3"", ""16"", ""13""]","[""12"", ""1"", ""13"", ""10"", ""14"", ""3"", ""22"", ""15"", ""23"", ""16"", ""56"", ""25"", ""18""]",25,13
GQ,What is the purpose of ROVs?,,"ROVs are used to explore, observe, and collect samples from deep or hazardous marine environments that are inaccessible to divers",44,"[""44"", ""1"", ""9"", ""25"", ""24""]","[""10"", ""44"", ""45"", ""43"", ""15"", ""22"", ""1"", ""6"", ""47"", ""28"", ""8"", ""46"", ""90"", ""91""]",25,14
GQ,What is qualitative sampling?,,"Qualitative sampling focuses on recording species presence, diversity, and ecological interactions rather than numerical abundance",2,"[""2"", ""3"", ""1"", ""16"", ""12""]","[""2"", ""3"", ""1"", ""10"", ""16"", ""12"", ""18"", ""42"", ""41"", ""56"", ""127"", ""131"", ""137"", ""48"", ""22""]",25,15
GQ,Why is BRUV systems used?,,"BRUV systems are used to non-invasively observe and assess fish diversity, behaviour, and relative abundance in natural habitats",43,"[""43"", ""16"", ""50"", ""9"", ""78""]","[""44"", ""43"", ""10"", ""91"", ""92"", ""45"", ""1"", ""28"", ""62"", ""47"", ""22"", ""23"", ""20"", ""46""]",25,14
GQ,Name one advantage of core samplers.,,"They collect undisturbed sediment samples, preserving natural layering and infaunal communities",18,"[""18"", ""21"", ""19"", ""55"", ""22""]","[""18"", ""1"", ""20"", ""19"", ""22"", ""10"", ""23"", ""25"", ""42"", ""41"", ""56"", ""3"", ""55"", ""16""]",25,14
GQ,Name one advantage of dredging.,,Dredging allows efficient collection of benthic organisms over large or hard-to-access seafloor areas,24,"[""24"", ""25"", ""6"", ""55"", ""21""]","[""24"", ""26"", ""25"", ""27"", ""21"", ""28"", ""1"", ""91"", ""92"", ""22"", ""37"", ""36"", ""35"", ""23""]",25,14
GQ,Why is grab samplers used?,,Grab samplers are used to collect quantitative samples of soft sediments and associated benthic fauna,18,"[""18"", ""21"", ""22"", ""3"", ""91""]","[""22"", ""1"", ""18"", ""23"", ""10"", ""21"", ""25"", ""4"", ""42"", ""41"", ""3"", ""55"", ""53"", ""31""]",25,14
GQ,Name one advantage of formalin fixation.,,"It prevents microbial growth and tissue breakdown, maintaining specimen structure for long-term study",73,"[""73"", ""74"", ""94"", ""59"", ""80""]","[""74"", ""73"", ""60"", ""59"", ""79"", ""80"", ""61"", ""68"", ""36"", ""35"", ""65"", ""93"", ""94"", ""90"", ""91"", ""88"", ""89"", ""56""]",25,18
GQ,Why is ethanol preferred for molecular studies?,,"Because ethanol preserves DNA integrity, making it suitable for genetic and molecular analyses",58,"[""58"", ""73"", ""68"", ""90"", ""91""]","[""68"", ""58"", ""74"", ""73"", ""59"", ""78"", ""70"", ""53"", ""16"", ""75"", ""71"", ""108"", ""109"", ""17""]",25,14
GQ,What is one limitation of qualitative sampling?,,It does not provide statistically robust population estimates,2,"[""2"", ""3"", ""1"", ""12"", ""24""]","[""2"", ""3"", ""1"", ""10"", ""12"", ""16"", ""127"", ""131"", ""137"", ""18"", ""48"", ""56"", ""25"", ""22""]",25,14
GQ,Why are box corers used in benthic studies?,,"They collect large, undisturbed sediment samples suitable for quantitative analysis",21,"[""21"", ""20"", ""1"", ""55"", ""18""]","[""20"", ""18"", ""1"", ""19"", ""25"", ""24"", ""55"", ""28"", ""10"", ""22"", ""44"", ""16"", ""31"", ""56""]",25,14
GQ,What is the main advantage of SCUBA-based sampling?,,It allows direct observation and targeted collection with minimal habitat disturbance,7,"[""7"", ""1"", ""15"", ""3"", ""2""]","[""7"", ""9"", ""6"", ""44"", ""43"", ""10"", ""8"", ""1"", ""15"", ""2"", ""25"", ""48"", ""3""]",25,13
GQ,Why is buffering added to formalin?,,To neutralise formic acid and prevent damage to hard tissues such as bones and shells,74,"[""74"", ""80"", ""88"", ""85"", ""107""]","[""74"", ""73"", ""36"", ""35"", ""22"", ""60"", ""24"", ""59"", ""34"", ""18"", ""80"", ""43"", ""42"", ""21"", ""67""]",25,15
GQ,What is the purpose of sieving sediment samples?,,To separate organisms from sediment based on size classes,55,"[""55"", ""21"", ""18"", ""22"", ""24""]","[""55"", ""22"", ""18"", ""21"", ""1"", ""25"", ""42"", ""41"", ""4"", ""23"", ""56"", ""24"", ""28"", ""3""]",25,14
GQ,Why are high-grade photographs taken before fixation?,,Because colouration and soft-tissue features are often lost after preservation,53,"[""53"", ""58"", ""88"", ""91"", ""90""]","[""57"", ""59"", ""60"", ""73"", ""75"", ""56"", ""50"", ""54"", ""46"", ""44"", ""43"", ""74"", ""6"", ""80""]",25,14
GQ,What is one advantage of belt transects over line transects?,,They record both sessile and mobile organisms within a defined area,14,"[""14"", ""13"", ""15"", ""3"", ""48""]","[""14"", ""13"", ""36"", ""35"", ""1"", ""23"", ""103"", ""104"", ""39"", ""38"", ""22"", ""24"", ""12"", ""25"", ""37"", ""26""]",25,16
GQ,Why is freezing used as a temporary preservation method?,,To halt decomposition when immediate fixation is not possible,75,"[""75"", ""73"", ""88"", ""54"", ""81""]","[""75"", ""54"", ""74"", ""59"", ""73"", ""58"", ""80"", ""57"", ""65"", ""81"", ""56"", ""60"", ""94"", ""95""]",25,14
GQ,What is the role of magnesium chloride in sample processing?,,It is used as an anaesthetic to relax specimens before fixation,65,"[""65"", ""103"", ""91"", ""95"", ""88""]","[""65"", ""64"", ""66"", ""23"", ""42"", ""41"", ""10"", ""18"", ""62"", ""90"", ""91"", ""22"", ""95"", ""96"", ""75"", ""56""]",25,16
GQ,Why is eDNA sampling considered non-invasive?,,Because it detects species presence without capturing or disturbing organisms,17,"[""17"", ""42"", ""2"", ""3"", ""49""]","[""17"", ""1"", ""3"", ""10"", ""43"", ""42"", ""2"", ""12"", ""56"", ""23"", ""18"", ""4"", ""16"", ""22""]",25,14
GQ,What is one advantage of epibenthic sledges?,,They efficiently collect organisms living at the sediment–water interface,28,"[""28"", ""1"", ""55"", ""21"", ""97""]","[""28"", ""24"", ""1"", ""25"", ""27"", ""26"", ""36"", ""35"", ""22"", ""37"", ""91"", ""92"", ""38"", ""39"", ""21""]",25,15
GQ,Why must specimens be labelled during collection?,,"To ensure traceability of data such as location, date, and collector",59,"[""59"", ""109"", ""53"", ""52"", ""48""]","[""56"", ""53"", ""59"", ""54"", ""1"", ""75"", ""57"", ""17"", ""58"", ""80"", ""81"", ""25"", ""117"", ""10""]",25,14
GQ,What is the purpose of voucher specimens?,,To serve as permanent reference material for taxonomic verification,59,"[""59"", ""54"", ""57"", ""117"", ""108""]","[""59"", ""53"", ""56"", ""25"", ""58"", ""57"", ""54"", ""1"", ""10"", ""80"", ""81"", ""75"", ""109"", ""18""]",25,14
GQ,Why are deep-sea camera systems used?,,To document deep-sea biodiversity without physical specimen removal,46,"[""46"", ""10"", ""43"", ""42"", ""50""]","[""46"", ""44"", ""43"", ""47"", ""50"", ""45"", ""57"", ""6"", ""15"", ""28"", ""10"", ""24"", ""40"", ""39"", ""48""]",25,15
GQ,What is one advantage of quantitative sampling methods?,,They allow statistical comparison across sites and time periods,3,"[""3"", ""2"", ""12"", ""1"", ""16""]","[""3"", ""1"", ""10"", ""16"", ""2"", ""56"", ""48"", ""12"", ""25"", ""22"", ""30"", ""42"", ""41"", ""18""]",25,14
GQ,Why are samples washed after formalin fixation?,,To remove residual formalin before long-term alcohol storage,74,"[""74"", ""94"", ""105"", ""73"", ""95""]","[""74"", ""73"", ""59"", ""60"", ""65"", ""94"", ""95"", ""75"", ""88"", ""89"", ""80"", ""93"", ""56"", ""81"", ""82"", ""58""]",25,16
GQ,What is the main function of Niskin bottles on CTD rosettes?,,To collect water samples at specific depths,42,"[""42"", ""17"", ""24"", ""45"", ""20""]","[""43"", ""42"", ""68"", ""59"", ""94"", ""95"", ""73"", ""90"", ""91"", ""74"", ""96"", ""82"", ""83"", ""62"", ""67"", ""60"", ""88""]",25,17
GQ,Why is dredging unsuitable for fragile habitats?,,Because it can cause physical disturbance and habitat damage,9,"[""9"", ""1"", ""99"", ""2"", ""75""]","[""25"", ""24"", ""26"", ""27"", ""1"", ""91"", ""92"", ""97"", ""98"", ""2"", ""90"", ""21"", ""84"", ""85"", ""4"", ""82""]",25,16
GQ,What is one advantage of using ROV-mounted samplers?,,They enable precise sampling in deep or hazardous environments,2,"[""2"", ""18"", ""3"", ""44"", ""46""]","[""10"", ""1"", ""44"", ""22"", ""43"", ""23"", ""18"", ""45"", ""15"", ""20"", ""25"", ""19"", ""57""]",25,13
GQ,Why is buffered formalin preferred over unbuffered formalin?,,Because buffering prevents acid formation that can damage hard tissues,74,"[""74"", ""105"", ""85"", ""80"", ""73""]","[""74"", ""73"", ""59"", ""36"", ""35"", ""22"", ""23"", ""68"", ""67"", ""34"", ""65"", ""37"", ""24"", ""18""]",25,14
