Question_type,Question,Options,Expected_answer,Best_chunk_id,Top5_chunk_ids,retrieved_chunk_ids,num_chunks_retrieved_raw,num_chunks_retrieved_dedup
GQ,What is the purpose of formalin fixation?,,"Formalin fixation is used to halt autolysis and decomposition by killing cells and microorganisms, thereby preserving tissue and cellular structure It stabilises specimens by preventing enzymatic breakdown and microbial growth, ensuring that morphological features are retained for taxonomic, histological, and ecological studies, especially due to its deep tissue penetration",73,"[""73"", ""74"", ""80"", ""60"", ""94""]","[""74"", ""73"", ""60"", ""80"", ""75"", ""95"", ""67"", ""103"", ""61"", ""54"", ""89"", ""59"", ""58"", ""65"", ""81"", ""82"", ""102"", ""93"", ""83"", ""105"", ""76"", ""53"", ""88"", ""68"", ""78""]",25,25
GQ,What is the purpose of molecular subsampling?,,"The purpose of molecular subsampling is to collect and preserve small tissue samples specifically for genetic and molecular analyses, such as DNA barcoding, population genetics, and phylogenetic studies It ensures that high-quality genetic material is retained without compromising the morphological integrity of the whole specimen, allowing accurate species identification and future molecular research",58,"[""58"", ""53"", ""54"", ""73"", ""61""]","[""58"", ""10"", ""2"", ""3"", ""54"", ""41"", ""53"", ""56"", ""1"", ""18"", ""55"", ""23"", ""16"", ""6"", ""12"", ""4"", ""108"", ""17"", ""20"", ""102"", ""7"", ""11"", ""88"", ""5"", ""28""]",25,25
GQ,Name one advantage of formalin fixation.,,"It provides deep tissue penetration, preserving internal structures effectively, especially in large specimens",73,"[""73"", ""74"", ""80"", ""94"", ""351""]","[""74"", ""73"", ""60"", ""75"", ""80"", ""95"", ""54"", ""103"", ""59"", ""58"", ""67"", ""61"", ""89"", ""102"", ""82"", ""65"", ""81"", ""76"", ""93"", ""83"", ""105"", ""88"", ""53"", ""78"", ""64""]",25,25
GQ,What is the purpose of specimen preservation?,,"To prevent decomposition and autolysis, ensuring specimens retain their structural features for future taxonomic, ecological, and genetic studies",73,"[""73"", ""54"", ""58"", ""60"", ""74""]","[""74"", ""75"", ""60"", ""54"", ""59"", ""58"", ""73"", ""81"", ""53"", ""102"", ""95"", ""61"", ""80"", ""103"", ""88"", ""82"", ""108"", ""57"", ""105"", ""56"", ""76"", ""93"", ""109"", ""89"", ""83""]",25,25
GQ,Why is transect sampling used?,,"Transect sampling is used to systematically assess species distribution, abundance, and habitat changes across a defined area",12,"[""12"", ""15"", ""3"", ""16"", ""13""]","[""12"", ""13"", ""14"", ""15"", ""16"", ""3"", ""2"", ""1"", ""4"", ""6"", ""10"", ""11"", ""18"", ""48"", ""37"", ""56"", ""28"", ""34"", ""42"", ""39"", ""40"", ""55"", ""20"", ""41"", ""24""]",25,25
GQ,What is the purpose of ROVs?,,"ROVs are used to explore, observe, and collect samples from deep or hazardous marine environments that are inaccessible to divers",44,"[""44"", ""1"", ""9"", ""25"", ""24""]","[""44"", ""45"", ""47"", ""43"", ""46"", ""10"", ""7"", ""9"", ""26"", ""51"", ""24"", ""25"", ""48"", ""15"", ""107"", ""6"", ""28"", ""42"", ""49"", ""5"", ""8"", ""27"", ""20"", ""86"", ""1""]",25,25
GQ,What is qualitative sampling?,,"Qualitative sampling focuses on recording species presence, diversity, and ecological interactions rather than numerical abundance",2,"[""2"", ""3"", ""1"", ""16"", ""12""]","[""2"", ""3"", ""16"", ""10"", ""4"", ""1"", ""6"", ""12"", ""56"", ""15"", ""18"", ""11"", ""55"", ""23"", ""58"", ""41"", ""48"", ""54"", ""21"", ""82"", ""22"", ""24"", ""7"", ""108"", ""53""]",25,25
GQ,Why is BRUV systems used?,,"BRUV systems are used to non-invasively observe and assess fish diversity, behaviour, and relative abundance in natural habitats",43,"[""43"", ""16"", ""50"", ""9"", ""78""]","[""43"", ""45"", ""44"", ""10"", ""11"", ""9"", ""7"", ""107"", ""8"", ""48"", ""46"", ""40"", ""15"", ""6"", ""24"", ""47"", ""1"", ""16"", ""37"", ""77"", ""4"", ""55"", ""41"", ""14"", ""49""]",25,25
GQ,Name one advantage of core samplers.,,"They collect undisturbed sediment samples, preserving natural layering and infaunal communities",18,"[""18"", ""21"", ""19"", ""55"", ""22""]","[""18"", ""20"", ""19"", ""10"", ""23"", ""22"", ""1"", ""21"", ""4"", ""41"", ""6"", ""26"", ""55"", ""25"", ""42"", ""16"", ""3"", ""28"", ""7"", ""56"", ""2"", ""58"", ""15"", ""54"", ""88""]",25,25
GQ,Name one advantage of dredging.,,Dredging allows efficient collection of benthic organisms over large or hard-to-access seafloor areas,24,"[""24"", ""25"", ""6"", ""55"", ""21""]","[""26"", ""25"", ""27"", ""24"", ""22"", ""9"", ""21"", ""10"", ""1"", ""11"", ""4"", ""19"", ""37"", ""18"", ""55"", ""28"", ""20"", ""7"", ""23"", ""6"", ""47"", ""56"", ""44"", ""5"", ""32""]",25,25
GQ,Why is grab samplers used?,,Grab samplers are used to collect quantitative samples of soft sediments and associated benthic fauna,18,"[""18"", ""21"", ""22"", ""3"", ""91""]","[""22"", ""21"", ""23"", ""10"", ""1"", ""18"", ""4"", ""19"", ""11"", ""6"", ""41"", ""3"", ""2"", ""25"", ""20"", ""26"", ""24"", ""28"", ""16"", ""55"", ""9"", ""56"", ""109"", ""40"", ""7""]",25,25
GQ,Name one advantage of formalin fixation.,,"It prevents microbial growth and tissue breakdown, maintaining specimen structure for long-term study",73,"[""73"", ""74"", ""94"", ""59"", ""80""]","[""74"", ""73"", ""60"", ""75"", ""80"", ""95"", ""54"", ""103"", ""59"", ""58"", ""67"", ""61"", ""89"", ""102"", ""82"", ""65"", ""81"", ""76"", ""93"", ""83"", ""105"", ""88"", ""53"", ""78"", ""64""]",25,25
GQ,Why is ethanol preferred for molecular studies?,,"Because ethanol preserves DNA integrity, making it suitable for genetic and molecular analyses",58,"[""58"", ""73"", ""68"", ""90"", ""91""]","[""68"", ""58"", ""69"", ""53"", ""73"", ""70"", ""74"", ""67"", ""71"", ""102"", ""72"", ""65"", ""103"", ""78"", ""54"", ""77"", ""66"", ""62"", ""76"", ""75"", ""61"", ""17"", ""63"", ""108"", ""64""]",25,25
