Question_type,Question,Options,Expected_answer,Best_chunk_id,Top5_chunk_ids,retrieved_chunk_ids,num_chunks_retrieved_raw,num_chunks_retrieved_dedup
GQ,What is the purpose of formalin fixation?,,"Formalin fixation is used to halt autolysis and decomposition by killing cells and microorganisms, thereby preserving tissue and cellular structure It stabilises specimens by preventing enzymatic breakdown and microbial growth, ensuring that morphological features are retained for taxonomic, histological, and ecological studies, especially due to its deep tissue penetration",73,"[""73"", ""74"", ""80"", ""60"", ""94""]","[""73"", ""74"", ""80"", ""59"", ""60"", ""58"", ""75"", ""67"", ""94"", ""78"", ""81"", ""65"", ""95"", ""54"", ""89"", ""61"", ""76"", ""93"", ""53"", ""77"", ""82"", ""57"", ""87"", ""92"", ""96""]",25,25
GQ,What is the purpose of molecular subsampling?,,"The purpose of molecular subsampling is to collect and preserve small tissue samples specifically for genetic and molecular analyses, such as DNA barcoding, population genetics, and phylogenetic studies It ensures that high-quality genetic material is retained without compromising the morphological integrity of the whole specimen, allowing accurate species identification and future molecular research",58,"[""58"", ""53"", ""54"", ""73"", ""61""]","[""58"", ""3"", ""53"", ""54"", ""17"", ""16"", ""41"", ""42"", ""48"", ""23"", ""18"", ""12"", ""77"", ""67"", ""74"", ""69"", ""10"", ""15"", ""2"", ""75"", ""71"", ""20"", ""78"", ""66"", ""1""]",25,25
GQ,Name one advantage of formalin fixation.,,"It provides deep tissue penetration, preserving internal structures effectively, especially in large specimens",73,"[""73"", ""74"", ""80"", ""94"", ""351""]","[""74"", ""73"", ""80"", ""59"", ""60"", ""78"", ""67"", ""75"", ""81"", ""58"", ""61"", ""65"", ""94"", ""54"", ""95"", ""72"", ""62"", ""89"", ""76"", ""87"", ""93"", ""64"", ""92"", ""77"", ""96""]",25,25
GQ,What is the purpose of specimen preservation?,,"To prevent decomposition and autolysis, ensuring specimens retain their structural features for future taxonomic, ecological, and genetic studies",73,"[""73"", ""54"", ""58"", ""60"", ""74""]","[""75"", ""59"", ""54"", ""58"", ""74"", ""81"", ""60"", ""53"", ""73"", ""56"", ""80"", ""61"", ""95"", ""57"", ""17"", ""94"", ""96"", ""93"", ""82"", ""76"", ""109"", ""65"", ""79"", ""67"", ""25""]",25,25
GQ,Why is transect sampling used?,,"Transect sampling is used to systematically assess species distribution, abundance, and habitat changes across a defined area",12,"[""12"", ""15"", ""3"", ""16"", ""13""]","[""12"", ""14"", ""3"", ""13"", ""15"", ""2"", ""1"", ""18"", ""16"", ""48"", ""10"", ""4"", ""53"", ""54"", ""22"", ""23"", ""58"", ""25"", ""55"", ""41"", ""24"", ""21"", ""17"", ""11"", ""56""]",25,25
GQ,What is the purpose of ROVs?,,"ROVs are used to explore, observe, and collect samples from deep or hazardous marine environments that are inaccessible to divers",44,"[""44"", ""1"", ""9"", ""25"", ""24""]","[""44"", ""45"", ""10"", ""43"", ""15"", ""48"", ""47"", ""49"", ""7"", ""25"", ""1"", ""51"", ""52"", ""46"", ""50"", ""24"", ""26"", ""6"", ""37"", ""28"", ""8"", ""40"", ""9"", ""17"", ""20""]",25,25
GQ,What is qualitative sampling?,,"Qualitative sampling focuses on recording species presence, diversity, and ecological interactions rather than numerical abundance",2,"[""2"", ""3"", ""1"", ""16"", ""12""]","[""2"", ""3"", ""12"", ""16"", ""10"", ""1"", ""18"", ""58"", ""4"", ""22"", ""14"", ""23"", ""13"", ""15"", ""53"", ""41"", ""21"", ""54"", ""6"", ""48"", ""81"", ""55"", ""25"", ""11"", ""40""]",25,25
GQ,Why is BRUV systems used?,,"BRUV systems are used to non-invasively observe and assess fish diversity, behaviour, and relative abundance in natural habitats",43,"[""43"", ""16"", ""50"", ""9"", ""78""]","[""43"", ""44"", ""45"", ""48"", ""10"", ""8"", ""49"", ""1"", ""15"", ""22"", ""71"", ""46"", ""24"", ""4"", ""54"", ""56"", ""40"", ""21"", ""16"", ""52"", ""33"", ""2"", ""7"", ""47"", ""26""]",25,25
GQ,Name one advantage of core samplers.,,"They collect undisturbed sediment samples, preserving natural layering and infaunal communities",18,"[""18"", ""21"", ""19"", ""55"", ""22""]","[""18"", ""20"", ""19"", ""23"", ""41"", ""58"", ""1"", ""3"", ""22"", ""4"", ""54"", ""75"", ""21"", ""53"", ""14"", ""2"", ""55"", ""16"", ""10"", ""12"", ""26"", ""40"", ""80"", ""13"", ""15""]",25,25
GQ,Name one advantage of dredging.,,Dredging allows efficient collection of benthic organisms over large or hard-to-access seafloor areas,24,"[""24"", ""25"", ""6"", ""55"", ""21""]","[""26"", ""27"", ""24"", ""25"", ""21"", ""55"", ""1"", ""19"", ""20"", ""22"", ""23"", ""4"", ""18"", ""28"", ""48"", ""56"", ""37"", ""77"", ""34"", ""2"", ""54"", ""17"", ""10"", ""11"", ""15""]",25,25
GQ,Why is grab samplers used?,,Grab samplers are used to collect quantitative samples of soft sediments and associated benthic fauna,18,"[""18"", ""21"", ""22"", ""3"", ""91""]","[""23"", ""22"", ""1"", ""18"", ""21"", ""3"", ""4"", ""10"", ""12"", ""41"", ""2"", ""58"", ""53"", ""15"", ""25"", ""20"", ""19"", ""11"", ""13"", ""26"", ""16"", ""75"", ""14"", ""40"", ""55""]",25,25
GQ,Name one advantage of formalin fixation.,,"It prevents microbial growth and tissue breakdown, maintaining specimen structure for long-term study",73,"[""73"", ""74"", ""94"", ""59"", ""80""]","[""74"", ""73"", ""80"", ""59"", ""60"", ""78"", ""67"", ""75"", ""81"", ""58"", ""61"", ""65"", ""94"", ""54"", ""95"", ""72"", ""62"", ""89"", ""76"", ""87"", ""93"", ""64"", ""92"", ""77"", ""96""]",25,25
GQ,Why is ethanol preferred for molecular studies?,,"Because ethanol preserves DNA integrity, making it suitable for genetic and molecular analyses",58,"[""58"", ""73"", ""68"", ""90"", ""91""]","[""58"", ""68"", ""73"", ""74"", ""72"", ""53"", ""59"", ""75"", ""54"", ""78"", ""69"", ""67"", ""76"", ""70"", ""93"", ""62"", ""17"", ""80"", ""77"", ""61"", ""71"", ""66"", ""65"", ""63"", ""95""]",25,25
GQ,What is one limitation of qualitative sampling?,,It does not provide statistically robust population estimates,2,"[""2"", ""3"", ""1"", ""12"", ""24""]","[""2"", ""3"", ""12"", ""16"", ""58"", ""10"", ""1"", ""22"", ""23"", ""18"", ""14"", ""41"", ""4"", ""75"", ""15"", ""21"", ""54"", ""81"", ""48"", ""117"", ""20"", ""13"", ""40"", ""56"", ""53""]",25,25
GQ,Why are box corers used in benthic studies?,,"They collect large, undisturbed sediment samples suitable for quantitative analysis",21,"[""21"", ""20"", ""1"", ""55"", ""18""]","[""20"", ""18"", ""1"", ""19"", ""55"", ""4"", ""24"", ""77"", ""26"", ""21"", ""28"", ""37"", ""25"", ""5"", ""110"", ""56"", ""54"", ""15"", ""22"", ""48"", ""14"", ""94"", ""86"", ""10"", ""23""]",25,25
GQ,What is the main advantage of SCUBA-based sampling?,,It allows direct observation and targeted collection with minimal habitat disturbance,7,"[""7"", ""1"", ""15"", ""3"", ""2""]","[""7"", ""2"", ""6"", ""10"", ""9"", ""15"", ""1"", ""3"", ""48"", ""8"", ""44"", ""45"", ""18"", ""43"", ""12"", ""4"", ""54"", ""16"", ""22"", ""21"", ""23"", ""41"", ""25"", ""24"", ""14""]",25,25
GQ,Why is buffering added to formalin?,,To neutralise formic acid and prevent damage to hard tissues such as bones and shells,74,"[""74"", ""80"", ""88"", ""85"", ""107""]","[""74"", ""73"", ""59"", ""54"", ""58"", ""78"", ""80"", ""75"", ""77"", ""60"", ""64"", ""65"", ""61"", ""67"", ""76"", ""89"", ""95"", ""96"", ""68"", ""93"", ""87"", ""69"", ""72"", ""62"", ""94""]",25,25
GQ,What is the purpose of sieving sediment samples?,,To separate organisms from sediment based on size classes,55,"[""55"", ""21"", ""18"", ""22"", ""24""]","[""55"", ""18"", ""19"", ""23"", ""20"", ""22"", ""21"", ""54"", ""56"", ""1"", ""17"", ""77"", ""26"", ""4"", ""24"", ""25"", ""41"", ""53"", ""12"", ""10"", ""2"", ""58"", ""95"", ""75"", ""5""]",25,25
GQ,Why are high-grade photographs taken before fixation?,,Because colouration and soft-tissue features are often lost after preservation,53,"[""53"", ""58"", ""88"", ""91"", ""90""]","[""57"", ""74"", ""75"", ""73"", ""50"", ""80"", ""54"", ""59"", ""58"", ""81"", ""61"", ""60"", ""67"", ""49"", ""48"", ""94"", ""95"", ""78"", ""56"", ""65"", ""5"", ""46"", ""93"", ""64"", ""15""]",25,25
